nome_organizacao,descricao_organizacao,categoria_organizacao,fase_investimento_busca_x,incentivos_fiscais_municipio_x,orgao_responsavel_cti_x,tipo_organizacao_x,contato_divulgacao_cientifica_x,possui_nit_x,areas_expertise_x,tese_investimento_x,num_startups_investidas_x,segmento_atuacao,programas_desenvolvimento_x,tecnologias_disruptivas,segmentacao_clientes_x,fase_negocio,fase_investimento_captada_x,preferencia_segmento_x,beneficios_programa_x,investimento_medio_startup_x,exige_equity_x,papel_no_ecossistema,cadastro_aprovado,autorizacao_divulgacao,cidade_sede,uf_sede,logo_url,site_organizacao,email_contato,fase_investimento_busca_y,incentivos_fiscais_municipio_y,orgao_responsavel_cti_y,tipo_organizacao_y,contato_divulgacao_cientifica_y,possui_nit_y,areas_expertise_y,tese_investimento_y,num_startups_investidas_y,programas_desenvolvimento_y,modelo_negocio,segmentacao_clientes_y,numero_funcionarios,fase_investimento_captada_y,busca_investimento,linkedin_url,preferencia_segmento_y,beneficios_programa_y,investimento_medio_startup_y,exige_equity_y
CLI Soluções e Confiabilidade,"Fundada em 2014, nossa empresa tem sido uma presença confiável e respeitada no ramo industrial. Com uma visão inovadora e uma equipe altamente capacitada, conquistamos nossa posição como líderes no setor.
Ao longo dos anos, temos nos dedicado a fornecer soluções industriais de alta qualidade para uma ampla gama de clientes. Nossa expertise abrange desde o fornecimento de equipamentos até a prestação de serviços especializados, sempre buscando atender às demandas específicas de cada cliente.
Investimos constantemente em tecnologia de ponta, capacitação de nossos colaboradores e em melhorias contínuas, a fim de oferecer produtos e serviços que estejam alinhados com as necessidades em constante evolução do mercado. Acreditamos que a inovação é fundamental para impulsionar o crescimento e manter nossa posição como referência no setor.
Nossa empresa valoriza a parceria e o relacionamento próximo com os clientes. Procuramos entender profundamente suas necessidades e objetivos, para fornecer soluções personalizadas que maximizem a eficiência, a produtividade e a rentabilidade de suas operações.
Ao longo dos anos, construímos uma reputação sólida e duradoura com base em nossa dedicação à qualidade, confiabilidade e excelência em todos os aspectos de nossos negócios. Estamos orgulhosos de fazer parte do setor industrial e ansiosos para continuar crescendo e enfrentando novos desafios nos próximos anos.",Demais Organizações,,,,,,,,,,Empresa de Pequeno Porte,"Programa de Desenvolvimento de Lideranças - A liderança passa por encontros mensais com a psicóloga, para desenvolver suas habilidades e conseguir gerir ainda melhor os seus liderados.
Treinamentos - Programas de treinamentos técnicos para todos os colaboradores que tenham interesse, para melhoram e incentivar o crescimento dentro e fora da organização.
Programa de Capacitação  - Programa que está sendo desenvolvido com o objetivo de capacitar pessoas que não possuem nenhum tipo de capacitação profissional e estejam em busca de alguma oportunidade no mercado de trabalho.",,,,,,,,,Demais Organizações,Sim,Sim,Conselheiro Lafaiete,MG,https://i.postimg.cc/02YhmndG/logo-editada-removebg-preview-removebg-preview.png,https://www.cliengenharia.com.br/,fabio@cliengenharia.com.br, , , , , , , , , ,"Programa de Desenvolvimento de Lideranças - A liderança passa por encontros mensais com a psicóloga, para desenvolver suas habilidades e conseguir gerir ainda melhor os seus liderados.
Treinamentos - Programas de treinamentos técnicos para todos os colaboradores que tenham interesse, para melhoram e incentivar o crescimento dentro e fora da organização.
Programa de Capacitação  - Programa que está sendo desenvolvido com o objetivo de capacitar pessoas que não possuem nenhum tipo de capacitação profissional e estejam em busca de alguma oportunidade no mercado de trabalho.",,,,,Não,,,,, 
Clube de Permuta Franqueadora Ltda,"Desenvolvimento de meio de pagamento online de transações dentro de sua própria plataforma, já sendo líder na América Latina",Demais Organizações,,,,,,,,,,Empresa de pequeno porte - fomento à permuta multilateral,Fomento à geração de economia aos membros participantes e fomento à geração de economia e renda,,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/L5bWwd9M/marca-clube-de-permuta-prioritaria.png,https://sitenovo.clubedepermuta.com.br/,antonio@clubedepermuta.com.br, , , , , , , , , ,Fomento à geração de economia aos membros participantes e fomento à geração de economia e renda,,,,,Não,,,,, 
Ac Energia LTDA ,"O objetivo da proposta é desenvolver uma plataforma que permita acelerar o andamento de processos, permitindo a automação dos mesmos, como cobranças, a implementação de um canal de atendimento eficiente para solução de dúvidas, o desenvolvimento de um aplicativo para os clientes acompanharem dados de cobrança, além de fortalecer as estratégias de marketing e divulgação. Os principais resultados é levar ao consumidor final energia limpa e renovável.",Demais Organizações,,,,,,,,,,GESTORA DE DISTRIBUIÇÃO DE CREDITOS DE ENERGIA,AINDA NÃO DESENVOLVEMOS NENHUM PROGRAMA,,,,,,,,,Demais Organizações,Sim,Sim,Córrego Fundo,MG,https://i.postimg.cc/MKvwxNmL/Logotipo-AC-Energia.png,https://acenergia.eco.br/,contato.acenergia@gmail.com, , , , , , , , , ,AINDA NÃO DESENVOLVEMOS NENHUM PROGRAMA,,,,,Não,,,,, 
ICBREEW FABRICA EMBALAGENS ESPECIAIS RECICLÁVEIS,"Somos uma fábrica de embalagens focada no setor de bebidas para atender demanda industrial com embalagens de grandes litragens. Somos a 5º fábrica no Brasil e a única em MG que atua neste segmento (Keg de plástico). Inovamos e somos a 1ª do mundo que fabrica este tipo de embalagem para ser Reutilizável e Reciclável, desenvolvido no conceito Ecodesign, alinhado as práticas ESG, Economia Circular e a nova PNRS (política nacional de resíduos sólidos).Todos os outros no mercado atuam como oneway, descartáveis de 1º uso e nosso propósito é justamente o contrário. Estamos inovando também na logística reversa, com um conceito mais limpo e com consciência socioambiental, nós mesmos reciclamos a maioria dos componentes, e damos cash-back por isso, e o único componente que não (casco pet que denominamos de REFIL) temos parceria com o Int. Limpa Brasil. Outra inovação foi implementar um Kit-Reparo para trocas de peças gastas ou que se danificaram, visando aumento da vida útil. Nosso desafio e objetivo é reeducar o mercado produtivo, para que este seja menos poluidor e mesmo assim gerar ganhos econômicos. Objetivamos que nossa empresa se torne uma referência nacional e mundial, um case de sustentabilidade, um benchmarking de referência onde estamos provando que ECOlogia e ECOnomia podem andar juntas, mesmo em setor que gera tanto descarte.      ",Demais Organizações,,,,,,,,,,Somos considerados uma startup industrial ,"Nossa iniciativa maior, via nosso programa educacional é a de gerar uma maior consciência socioambiental no setor de bebidas, provando que é possível serem uma empresa que pode ter este tipo de inciativa em prol do planeta e mesmo assim ter lucratividade em diversos aspectos. A começar pelo ganho econômico, que mesmo dando mais trabalho a economia vem na reutilização, o outro é o ganho institucional perante seu público consumidor, pois é trabalho de mão dupla, e assim fortalecendo o branding da empresa. Firmamos parceria com o Instituto Limpa Brasil de SP, mas que atua em todo território nacional e com a startup do RJ - Minha Coleta -  para o desenvolvimento de uma plataforma de gestão de resíduos sólidos própria denominada ""EcoBebidas"". Detalhe, não só faremos a gestão dos resíduos do nosso produto o MULTKEG, mas como de todo tipo que uma indústria de bebidas gera  como; latas, garrafas vidro, plásticos e orgânicos.     ",,,,,,,,,Demais Organizações,Sim,Sim,Nova Lima,MG,https://i.postimg.cc/PxmX798k/Logo-MK.jpg,https://icbreew.com.br/,icbreew@icbreew.com.br, , , , , , , , , ,"Nossa iniciativa maior, via nosso programa educacional é a de gerar uma maior consciência socioambiental no setor de bebidas, provando que é possível serem uma empresa que pode ter este tipo de inciativa em prol do planeta e mesmo assim ter lucratividade em diversos aspectos. A começar pelo ganho econômico, que mesmo dando mais trabalho a economia vem na reutilização, o outro é o ganho institucional perante seu público consumidor, pois é trabalho de mão dupla, e assim fortalecendo o branding da empresa. Firmamos parceria com o Instituto Limpa Brasil de SP, mas que atua em todo território nacional e com a startup do RJ - Minha Coleta -  para o desenvolvimento de uma plataforma de gestão de resíduos sólidos própria denominada ""EcoBebidas"". Detalhe, não só faremos a gestão dos resíduos do nosso produto o MULTKEG, mas como de todo tipo que uma indústria de bebidas gera  como; latas, garrafas vidro, plásticos e orgânicos.     ",,,,,Não,,,,, 
DESCOMPLICANDO AULAS PARTICULARES LTDA,"A Descomplicando atua no segmento educacional/treinamentos/capacitações em língua inglesa e desenvolvimento de estratégias de gestão educacional. Respeitamos a diversidade de estímulo interpessoal de aprendizagem de cada aluno, com condução flexível e co participativa, mantendo a construção da motivação para o estudo através da imersão no conteúdo e garantia do acúmulo de boas experiências, sendo essas algumas das nossas principais estratégias cognitivas de ensino. Desenvolvemos metodologia inovadora e de impacto com foco no Aprendizado Dinâmico e Pontual, Eficiência do aprendizado, Abordagem dinâmica e pontual para otimizar o processo educacional, Conteúdo personalizado centrado no aluno, Busca por fornecer uma experiência de aprendizagem personalizada e agradável, Comprometimento com o desenvolvimento humano, Autonomia dos alunos, Emancipação pelo Conhecimento com o objetivo de tornar os alunos agentes de emancipação, Estímulo ao uso independente do conhecimento adquirido e a Transformação Social.
Os principais resultados são atendimentos estratégicos para formação individual e de equipes para comunicação em língua inglesa junto a empreendimentos/instituições, de acordo com o segmento atuante.",Demais Organizações,,,,,,,,,,Instituição de ensino/treinamentos especializados,Capacitação especializada em língua inglesa para diversos segmentos,,,,,,,,,Demais Organizações,Sim,Sim,Mariana,MG,https://i.postimg.cc/FHszSxgP/Marca-principal.png,https://descomplicandoaulas.com.br/,descomplicandoaulasp@gmail.com, , , , , , , , , ,Capacitação especializada em língua inglesa para diversos segmentos,,,,,Não,,,,, 
BH Band Ltda,"A BHBAND atua há 11 anos no mercado de brindes e eventos. Atualmente busca recursos para inovar no setor com uma tecnologia “Cashless”, oferecendo controle, previsibilidade de receitas e insights sobre o comportamento dos consumidores, a partir das demandas de seus clientes.
",Demais Organizações,,,,,,,,,,Empresa de Pequeno Porte,"A empresa pretende se envolver mais com as iniciativas do ecossistema neste momento, oferecendo mentorias, participando de programas, eventos e acessando recursos de fomento.",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/c1nWg8Lx/Logo-BH-Band.png,https://www.bhband.com.br/,projetos@bhband.com.br, , , , , , , , , ,"A empresa pretende se envolver mais com as iniciativas do ecossistema neste momento, oferecendo mentorias, participando de programas, eventos e acessando recursos de fomento.",,,,,Não,,,,, 
Realize Transportes LTDA,Braço Educacional da Realize Transportes que tem o objetivo de implementar um sistema de gestão de frota com abrangência para valorização profissional e gestão financeira das empresas de Transporte e Logistica.,Demais Organizações,,,,,,,,,,Educacional / Sistema de Gestão,Desenvolvimento Empresarial e profissionais do setor de transporte e logística de nosso pais.,,,,,,,,,Demais Organizações,Sim,Sim,Paracatu,MG,https://i.postimg.cc/6QXSGJYM/Realize-placa.png,https://gruporeallize.com.br,tiago.sousa@gruporeallize.com.br, , , , , , , , , ,Desenvolvimento Empresarial e profissionais do setor de transporte e logística de nosso pais.,,,,,Não,,,,, 
Cooperativa de crédito de livre admissão do oeste mineiro LTDA.- SICOOB CREDICOPA,"Somos uma cooperativa de crédito mútuo, com mais de 16.000 associados, com mais de 30 anos de constituição (19/11/1993) e operação ininterrupta. Nossa missão, visão e valores norteiam nossas ações, pois representam nossa identidade, mostram o que buscamos e onde queremos chegar, com base no que acreditamos. Mas, para que possamos colocar os olhos no futuro, essas estratégias de longo prazo precisam ser sustentadas por algo que traduza nossa essência: o Propósito. 
Toda a trajetória, os desafios e conquistas que nos trouxeram até aqui e, principalmente, as transformações que o mundo e o Sicoob Credicopa estão vivenciando, deixaram claro que o significado maior para a existência de todo o sistema Sicoob é humanizar as relações financeiras.
Nossos números são bastante expressivos e temos uma grande pujança em nossa área de atuação. Somos uma referência, pilar importante de sustentação do crescimento e da expansão das atividades comerciais de nossos cooperados. Uma instituição sólida, de credibilidade, que permite a seus associados realizarem com rapidez e segurança suas operações financeiras.
Temos presença física nas cidades de Patos de Minas, Patrocínio, Uberlândia, Uberaba, São Gotardo, Ibiá e Carmo do Paranaíba .
Todo esse crescimento se deve a uma gestão focada na excelência no atendimento dos cooperados, diversidade de produtos e serviços, otimização constante da sua infraestrutura. 
Nossa gestão é totalmente transparente, com todos os nossos códigos (estatuto social, regimento interno, conduta, ética, integridade, etc.)  declarados em nosso site.",Demais Organizações,,,,,,,,,,Cooperativa de Crédito Mútuo,"Conta corrente; Conta salário, Conta capital; tarifas para pessoas físicas e jurídicas; cartões de crédito; linhas de crédito; crédito consignado; crédito pessoal; financiamento; Investimentos (RDC, Fundos de investimento, LCA, poupança); Previdência (Fundação, Plano multipatrocinado e plano multi-instituído); Seguros (vida, auto, residencial); Consórcios (imóveis, automóveis, caminhões, serviços); Serviços (saque sem cartão, DDA, débito automático e pagamentos).",,,,,,,,,Demais Organizações,Sim,Sim,Patos de Minas,MG,https://i.postimg.cc/3rbX9L21/logo-credicopa.png,https://www.sicoob.com.br/credicopa,miltonteixeira@credicopa.com.br, , , , , , , , , ,"Conta corrente; Conta salário, Conta capital; tarifas para pessoas físicas e jurídicas; cartões de crédito; linhas de crédito; crédito consignado; crédito pessoal; financiamento; Investimentos (RDC, Fundos de investimento, LCA, poupança); Previdência (Fundação, Plano multipatrocinado e plano multi-instituído); Seguros (vida, auto, residencial); Consórcios (imóveis, automóveis, caminhões, serviços); Serviços (saque sem cartão, DDA, débito automático e pagamentos).",,,,,Não,,,,, 
Embryocell Laboratório de Biotecnologia Reprodutiva LTda,"Desenvolver um sensor eletroquímico, com o propósito de realizar a mensuração da concentração de células somáticas contidas em leite bovino e promover o diagnóstico preciso e precoce da mastite subclínica",Demais Organizações,,,,,,,,,,Laboratório Aberto,"Programa de Melhoramento Genético Animal por meio da seleção de animais com genótipos para beta caseína A2A2 e Kapa caseína BB no leite bovino e Programa de melhoramento genético bovino por meio de Biotecnologias reprodutivas, como inseminação artificial e transferência de embriões, credenciado no SEBRAE-MG",,,,,,,,,Demais Organizações,Sim,Sim,Uberlândia,MG,https://i.postimg.cc/Dwbtzndc/logo-Embryocell.jpg,https://www.embryocell.com.br,omar.teodoro@gmail.com, , , , , , , , , ,"Programa de Melhoramento Genético Animal por meio da seleção de animais com genótipos para beta caseína A2A2 e Kapa caseína BB no leite bovino e Programa de melhoramento genético bovino por meio de Biotecnologias reprodutivas, como inseminação artificial e transferência de embriões, credenciado no SEBRAE-MG",,,,,Não,,,,, 
VERGRAF INDUSTRIA DE VERGALHOES LTDA,"O vergalhão compósito e a malha pop de REBAR já estão sendo produzidos e atendem as normas intenacionais e a futura norma brasileira ABNT. O objetivo da organização é o desenvolvimento, caracterização e otimização de propriedades físico-químicas e mecânicas de vergalhão (REBAR) de fibra de vidro/resina termorrígida com adição de grafeno na composição, visando a validação e adequação para produção em alto escala, a melhoria da competitividade e promovendo a durabilidade das obras para o setor de construção civil e urbanização. ",Demais Organizações,,,,,,,,,,pequena empresa ,"Apoio a universidade UFRGS, UFSCAR, UNICAMP, UFU, UNIFTEC e UNIS nos programas de mestrado, doutorado e TCC. Fornecendo materiais e apoio técnico na formação de novos proficionais na área de construção civil. ",,,,,,,,,Demais Organizações,Sim,Sim,Cambuí,MG,https://i.postimg.cc/DyrJnqwK/Vergraf-logo-solu-es-com-grafeno-1.png,https://vergraf.com.br/,muriel.oliveira@vergraf.com.br, , , , , , , , , ,"Apoio a universidade UFRGS, UFSCAR, UNICAMP, UFU, UNIFTEC e UNIS nos programas de mestrado, doutorado e TCC. Fornecendo materiais e apoio técnico na formação de novos proficionais na área de construção civil. ",,,,,Não,,,,, 
Risa Industria Comercio e Serviços,"Há 27 anos no mercado calçadista, possibilitando negócios entre fabricantes e lojistas do setor. Ajudamos a economia da cidade e lojas de todo o Brasil nesse período.",Demais Organizações,,,,,,,,,,Indústria,Criação de plataforma digital para facilitar o comércio no atacado.,,,,,,,,,Demais Organizações,Sim,Sim,Nova Serrana,MG,https://i.postimg.cc/xT6Cy0nD/LOGO-RISA-IND.png,https://risashop.com.br,xavier.risa@gmail.com, , , , , , , , , ,Criação de plataforma digital para facilitar o comércio no atacado.,,,,,Não,,,,, 
COLÉGIO BORAPASSAR,ESCOLA DE ENSINO REGULAR COM ATIVIDADES EXTRACURRICULARES EM TECNOLOGIA CRIANDO APP E TRABALHANDO COM ARDUINO NAS ATIVIDADES,Demais Organizações,,,,,,,,,,educação,atividades extracurriculares em programação e robótica com arduino,,,,,,,,,Demais Organizações,Sim,Sim,Guaxupé,MG,https://i.postimg.cc/G3shWhyM/Bora-Passar-logotipo.png,https://borapassar.com,REINALDOZANOLLA@YAHOO.COM.BR, , , , , , , , , ,atividades extracurriculares em programação e robótica com arduino,,,,,Não,,,,, 
Sollares sustentabilidade Ltda -ME,"A Sollares é uma empresa especializada em soluções completas, que incluem aquecimento solar, pressurização, sistemas de gás, saneamento, além de oferecer serviços de assessoria e perícia em engenharia e energia solar. Nossa missão é promover a transformação da economia em direção a um modelo mais sustentável, através de soluções inovadoras que contribuam para a redução do impacto ambiental. Buscamos liderar pelo exemplo, promovendo práticas sustentáveis em todas as áreas da empresa, desde a gestão de recursos naturais até o relacionamento com nossos clientes.",Demais Organizações,,,,,,,,,,Microempresa,"A organização desenvolve diversos programas e iniciativas, entre eles:

- Programa de desenvolvimento tecnológico na área de sustentabilidade, desenvolvendo projetos e soluções sustentáveis;

- Programa para disseminar conhecimento para a sociedade com palestras, aulas e cursos para a sociedade e também para setores técnicos como para engenheiros, arquitetos, pedreiros e outros;

- Parcerias com as universidades para desenvolver projetos e ministrar aulas para os alunos das instituições;

Etc;",,,,,,,,,Demais Organizações,Sim,Sim,Patrocínio,MG,https://i.postimg.cc/4N5Zxmtd/Logo-Sollares-cadastro.png,https://www.sollaresustentabilidade.com/,sollaresltda@gmail.com, , , , , , , , , ,"A organização desenvolve diversos programas e iniciativas, entre eles:

- Programa de desenvolvimento tecnológico na área de sustentabilidade, desenvolvendo projetos e soluções sustentáveis;

- Programa para disseminar conhecimento para a sociedade com palestras, aulas e cursos para a sociedade e também para setores técnicos como para engenheiros, arquitetos, pedreiros e outros;

- Parcerias com as universidades para desenvolver projetos e ministrar aulas para os alunos das instituições;

Etc;",,,,,Não,,,,, 
IMP EMPREENDIMENTOS E NEGOCIOS IMOBILIÁRIOS LTDA,"EXISTEM VARIOS OBJETIVOS DA EMPRESA, COMO: 1 - ADMINISTRAÇÃO DE IMÓVEIS DE LOCAÇÃO RESIDENCIAL E COMERCIAL 2 - INTERMEDIAÇÃO IMOBILIÁRIA 3 - ADMINISTRAÇÃO DE OBRAS. MEDIA DE 240 CONTRATOS DE LOCAÇÃO ADMINISTRADOS",Demais Organizações,,,,,,,,,,EMPREENDIMENTOS E NEGOCIOS IMOBILIÁRIOS ,A EMPRESA DESENVOLVE INICIATIVA DE SISTEMA DIGITAL DE ACOMPANHAMENTO DE CLIENTES ,,,,,,,,,Demais Organizações,Sim,Sim,Lavras,MG,https://i.postimg.cc/hjft27bd/Imagem-do-Whats-App-de-2023-01-12-s-10-26-40.jpg,https://seulugar.imb.br,thiagocosta.imp@gmail.com, , , , , , , , , ,A EMPRESA DESENVOLVE INICIATIVA DE SISTEMA DIGITAL DE ACOMPANHAMENTO DE CLIENTES ,,,,,Não,,,,, 
KUBUS MULTIMIDIA LTDA,"A Kubus 4D é uma empresa que explora o potencial das novas tecnologias digitais no design, apresentação e representação arquitetônica. Neste contexto, fazemos projetos que exploram diversas ferramentas digitais, como a apresentações de projetos em 3D, modelagem BIM (Building Information Modeling), Realidade Virtual (RV) e Realidade Aumentada (RA). O escritório é chefiado por Mateus van Stralen, arquiteto e urbanista com graduação pela Universidade Federal de Minas Gerais (2005), Mestrado pela UFMG (2009) e Doutorado em arquitetura pela UFMG (2017). Atualmente, é professor na Escola de Arquitetura da UFMG na área de projetos e desenho computacional e pesquisador do Laboratório Gráfico para Experimentação Arquitetônica (LAGEAR). Já trabalhou como pesquisador do CETEC, como arquiteto no escritório Guerrin&Pedroza em París (2006) e recebeu prêmio internacional da Archmedium por projeto de intervenção urbana em Amsterdam (2016). Em 2016 e 2018 foi curador e palestrante do FÓRUM MEGATENDÊNCIAS da FIEMG que discute o papel das novas tecnologias na arquitetura e construção.",Demais Organizações,,,,,,,,,,"tecnologias digitais no design, apresentação e representação arquitetônica. Neste contexto, fazemos projetos que exploram diversas ferramentas digitais, como a apresentações de projetos em 3D, modelagem BIM. Atividades Secundárias: Instalação de equipamentos; Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo; serviços de arquitetura","apresentação e representação arquitetônica. Neste contexto, fazemos projetos que exploram diversas ferramentas digitais, como a apresentações de projetos em 3D, modelagem BIM (Building Information Modeling), Realidade Virtual (RV) e Realidade Aumentada (RA)",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/tg8gyXdm/Cinza.png,http://www.kubus3d.com.br/,administrativo@kubus4d.com.br, , , , , , , , , ,"apresentação e representação arquitetônica. Neste contexto, fazemos projetos que exploram diversas ferramentas digitais, como a apresentações de projetos em 3D, modelagem BIM (Building Information Modeling), Realidade Virtual (RV) e Realidade Aumentada (RA)",,,,,Não,,,,, 
Recanto das Aves ,"O Recanto das Aves é um receptivo localizado no meio da natureza. Temos prazer em receber nossos hóspedes com toda hospitalidade mineira. No nosso espaço você poderá desfrutar da natureza e ver animais em seu habitat natural. A observação de pássaros é praticada aqui e temos diversas espécies já avistadas e listadas.Estamos localizados próxima à Reserva Nacional da Rolinha do Cerrado. A propriedade está localizada em uma enorme área verde com acesso ao rio e cachoeira. Temos matas e campos para observação de aves e outros animais.

Temos orgulho em ser uma empresa fundada por moradora local e que oferece serviços de turismo para público do mundo todo!",Demais Organizações,,,,,,,,,,Turismo e hotelaria,Participamos do ecossistema de turismo ecológico e sustentável,,,,,,,,,Demais Organizações,Sim,Sim,Botumirim,MG,https://i.postimg.cc/RZ98pB6L/Logo.png,https://recantodasavesbotumirim.com/,ivanildebarral@gmail.com, , , , , , , , , ,Participamos do ecossistema de turismo ecológico e sustentável,,,,,Não,,,,, 
Haraju Boutique Ltda,O objetivo da Haraju Boutique é vestir mulheres com look's modernos e sofisticados criando um sentimento de empoderamento feminino. Nossos resultados estão sendo declarações de clientes em redes sóciais de como se sentem bem quando usam alguma roupa comprada na Haraju,Demais Organizações,,,,,,,,,,"Varejo de roupas femininas, acessórios e calçados",Informar um programa,,,,,,,,,Demais Organizações,Sim,Sim,Bom Despacho,MG,https://i.postimg.cc/NfjCcgj2/Logo-Transparente.png,http://haraju.com.br,isaraquel1981@gmail.com, , , , , , , , , ,Informar um programa,,,,,Não,,,,, 
Woli Tecnologia e Gestão Ltda ,"PLATAFORMA 
A plataforma Woli de aprendizagem corporativa é um ponto de encontro entre a tecnologia e a educação. Reúne conceitos e tendências educacionais que permitem trabalhar com LMS, LXP, gamiﬁcação, comunidades de aprendizagem, entre outras metodologias que auxiliam no aprendizado e engajam os colaboradores.

FÁBRICA DE CONTEÚDOS 
Temos uma equipe altamente preparada para desenvolver seu conteúdo de acordo com suas necessidades. São diversos recursos que vão aumentar a retenção da aprendizagem e fazer seu time entrar na onda do conhecimento.

WOLIFLIX 
A Woli já possui webséries com conteúdos de diversas áreas de conhecimento, produzidas por autores especialistas em cada assunto.
Um exemplo é a Woliflix, nossa plataforma que cobre assuntos desde o marketing até vendas, da criatividade à gestão.
",Demais Organizações,,,,,,,,,,Treinamento em desenvolvimento profissional e gerencial / Criação e venda de e-books / Desenv e licenc de programas de computador. ,"PLATAFORMA 
A plataforma Woli de aprendizagem corporativa é um ponto de encontro entre a tecnologia e a educação. Reúne conceitos e tendências educacionais que permitem trabalhar com LMS, LXP, gamiﬁcação, comunidades de aprendizagem, entre outras metodologias que auxiliam no aprendizado e engajam os colaboradores.

FÁBRICA DE CONTEÚDOS 
Temos uma equipe altamente preparada para desenvolver seu conteúdo de acordo com suas necessidades. São diversos recursos que vão aumentar a retenção da aprendizagem e fazer seu time entrar na onda do conhecimento.
vídeos em motion graphics • vídeo modelo whiteboard • vídeos 360  • vídeo-aulas • podcasts • infográficos animados • pílulas de conhecimento • simulações de sistemas • revistas digitais • e-books • atividades de aprendizagem e muito mais!

WOLIFLIX 
A Woli já possui webséries com conteúdos de diversas áreas de conhecimento, produzidas por autores especialistas em cada assunto.",,,,,,,,,Demais Organizações,Sim,Sim,Araxá,MG,https://i.postimg.cc/k5mYF4xW/Grupo-Woli-2.png,https://woli.com.br/,maria.fonseca@woli.com.br, , , , , , , , , ,"PLATAFORMA 
A plataforma Woli de aprendizagem corporativa é um ponto de encontro entre a tecnologia e a educação. Reúne conceitos e tendências educacionais que permitem trabalhar com LMS, LXP, gamiﬁcação, comunidades de aprendizagem, entre outras metodologias que auxiliam no aprendizado e engajam os colaboradores.

FÁBRICA DE CONTEÚDOS 
Temos uma equipe altamente preparada para desenvolver seu conteúdo de acordo com suas necessidades. São diversos recursos que vão aumentar a retenção da aprendizagem e fazer seu time entrar na onda do conhecimento.
vídeos em motion graphics • vídeo modelo whiteboard • vídeos 360  • vídeo-aulas • podcasts • infográficos animados • pílulas de conhecimento • simulações de sistemas • revistas digitais • e-books • atividades de aprendizagem e muito mais!

WOLIFLIX 
A Woli já possui webséries com conteúdos de diversas áreas de conhecimento, produzidas por autores especialistas em cada assunto.",,,,,Não,,,,, 
SOLLARES SUSTENTABILIDADE LTDA - ME,"A Sollares é uma empresa especializada em soluções completas, que incluem aquecimento solar, pressurização, sistemas de gás, saneamento, além de oferecer serviços de assessoria e perícia em engenharia e energia solar.",Demais Organizações,,,,,,,,,,Pequena Empresa fomentando avanço tecnológico,"A Sollares é uma empresa especializada em soluções completas, que incluem aquecimento solar, pressurização, sistemas de gás, saneamento, além de oferecer serviços de assessoria e perícia em engenharia e energia solar. Nossa missão é promover a transformação da economia em direção a um modelo mais sustentável, através de soluções inovadoras que contribuam para a redução do impacto ambiental. Buscamos liderar pelo exemplo, promovendo práticas sustentáveis em todas as áreas da empresa, desde a gestão de recursos naturais até o relacionamento com nossos clientes.

Programas desenvolvidos atualmente pela empresa:

Programa de Inovação em soluções sustentáveis: Pesquisa e desenvolvimento de soluções sustentáveis;
Programa de Educação socio ambiental: Aulas e Seeminarios para escolas e universidades sobre soluções sustentáveis e impacto na sociedade;
Programa de desenvolvimento de metodologias para construção civil: Desenvolvimento e teste de novas metodologias na construção civil;
Programa de treinamento e capacitação para bombeiros, pedreiros e sociedade aberta: Treinamentos e capacitações para sociedade;

",,,,,,,,,Demais Organizações,Sim,Sim,Patrocínio,MG,https://i.postimg.cc/4N5Zxmtd/Logo-Sollares-cadastro.png,https://www.sollaresustentabilidade.com/empresa,sollaresltda@gmail.com, , , , , , , , , ,"A Sollares é uma empresa especializada em soluções completas, que incluem aquecimento solar, pressurização, sistemas de gás, saneamento, além de oferecer serviços de assessoria e perícia em engenharia e energia solar. Nossa missão é promover a transformação da economia em direção a um modelo mais sustentável, através de soluções inovadoras que contribuam para a redução do impacto ambiental. Buscamos liderar pelo exemplo, promovendo práticas sustentáveis em todas as áreas da empresa, desde a gestão de recursos naturais até o relacionamento com nossos clientes.

Programas desenvolvidos atualmente pela empresa:

Programa de Inovação em soluções sustentáveis: Pesquisa e desenvolvimento de soluções sustentáveis;
Programa de Educação socio ambiental: Aulas e Seeminarios para escolas e universidades sobre soluções sustentáveis e impacto na sociedade;
Programa de desenvolvimento de metodologias para construção civil: Desenvolvimento e teste de novas metodologias na construção civil;
Programa de treinamento e capacitação para bombeiros, pedreiros e sociedade aberta: Treinamentos e capacitações para sociedade;

",,,,,Não,,,,, 
