nome_organizacao,descricao_organizacao,categoria_organizacao,fase_investimento_busca_x,incentivos_fiscais_municipio_x,orgao_responsavel_cti_x,tipo_organizacao_x,contato_divulgacao_cientifica_x,possui_nit_x,areas_expertise_x,tese_investimento_x,num_startups_investidas_x,segmento_atuacao,programas_desenvolvimento_x,tecnologias_disruptivas,segmentacao_clientes_x,fase_negocio,fase_investimento_captada_x,preferencia_segmento_x,beneficios_programa_x,investimento_medio_startup_x,exige_equity_x,papel_no_ecossistema,cadastro_aprovado,autorizacao_divulgacao,cidade_sede,uf_sede,logo_url,site_organizacao,email_contato,fase_investimento_busca_y,incentivos_fiscais_municipio_y,orgao_responsavel_cti_y,tipo_organizacao_y,contato_divulgacao_cientifica_y,possui_nit_y,areas_expertise_y,tese_investimento_y,num_startups_investidas_y,programas_desenvolvimento_y,modelo_negocio,segmentacao_clientes_y,numero_funcionarios,fase_investimento_captada_y,busca_investimento,linkedin_url,preferencia_segmento_y,beneficios_programa_y,investimento_medio_startup_y,exige_equity_y
FACULDADE DE TECNOLOGIA ALTO MÉDIO SÃO FRANCISCO (FAC FUNAM),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Pirapora,MG, ,www.funam.com.br,diretoria@funam.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE SAÚDE E HUMANIDADES IBITURUNA (FASI),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Montes Claros,MG, ,http://www.fasi.edu.br,thalita.pimentel@funorte.edu.br;ruth.figueiredo@funorte.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE SÃO LOURENÇO (FASAMA),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,São Lourenço,MG, ,www.faculdadesaolourenco.com.br,secretaria@faculdadesaolourenco.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE SANTA LUZIA (FACSAL),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Santa Luzia,MG, ,www.facsal.br,legis.educ@universidadebrasil.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE SABARÁ (SOECS),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Sabará,MG, ,www.faculdadedesabara.edu.br,soecs@faculdadedesabara.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE NOVA SERRANA (FANS),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Nova Serrana,MG, ,www.fans.edu.br,coordproex@fans.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE MINAS BH (FAMINAS-BH),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,faminasbh.edu.br,roberta.gouvea@faminas.edu.br; diretoria.bh@faminas.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE MEDICINA DE ITAJUBÁ (FMIT),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Itajubá,MG, ,www.fmit.edu.br,luara.fornasier@fmit.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE MEDICINA DE BARBACENA (FAME),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Barbacena,MG, ,www.funjob.edu.br,fame@funjob.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade de Mediação Ívia Corneli (FAMIC),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Nova Lima,MG, , ,mariaflaviaff@gmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE FRUTAL (FAF),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Frutal,MG, ,http://uniesp.edu.br/sites/frutal/,debora.luzia@uniesp.edu.br; legis.educ@uniesp.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DO ALTO SÃO FRANCISCO (FASF)",Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Luz,MG, ,http//www.fasf.edu.br,institucional@fasf.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE BOA ESPERANÇA (FAFIBE)",Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Boa Esperança,MG, ,www.fafibeedu.com.br,novafafibe.edu@hotmail.com; fafibesecretaria@gmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade de Ensino Superior (FAES),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberlândia,MG, ,www.faes.com.br,p.institucional.faes@gmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE ENSINO DE MINAS GERAIS (FACEMG),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, , ,pigeral@unip.br;pigeral2020@gmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG (FEAMIG),Faculdade Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,http://www.famig.edu.br,pi.feamig@famig.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE EMPREENDEDORISMO E CIÊNCIAS HUMANAS (FACULDADE FAECH),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberlândia,MG, ,www.faculdadefaech.com.br,sueli@faculdadefaech.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE EDUCAÇÃO SUPERIOR IESLA (IESLA),Faculdade Privada sem fins lucrativos EAD - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.iesla.com.br,presidencia@iesla.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade de Educação Superior de Sete Lagoas,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Sete Lagoas,MG, , ,regulatorio@animaeducacao.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade de Educação Superior de Pouso Alegre,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Pouso Alegre,MG, , ,regulatorio@animaeducacao.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade de Educação Superior de Divinópolis,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Divinópolis,MG, , ,regulatorio@animaeducacao.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade de Educação e Estudos Sociais de Uberlândia (FEESU),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberlândia,MG, ,www.unipaciefom.com.br,regulacaofupac@unipac.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade de Educação de Patos de Minas (FAEP),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Patos de Minas,MG, ,https://www.faeppatos.com.br/,secretaria@faeppatos.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE DIREITO E CIÊNCIAS SOCIAIS DO LESTE DE MINAS - FADILESTE (FADILESTE),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Reduto,MG, ,http://www.fadileste.edu.br,secretaria@fadileste.edu.br; correiodoemilio@gmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE DIREITO DO VALE DO RIO DOCE (FADIVALE),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Governador Valadares,MG, ,www.fadivale.edu.br,ffam.fernanda@gmail.com; bill@fadivale.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE DIREITO DO SUL DE MINAS (FDSM),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Pouso Alegre,MG, ,www.fdsm.edu.br,coordenacao@fdsm.edu.br;lorezende@fdsm.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE DIREITO DE VARGINHA - FADIVA (FADIVA),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Varginha,MG, ,www.fadiva.edu.br,procuradora@fadiva.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade de Direito de Ipatinga (FADIPA),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Ipatinga,MG, ,www.fadipa.br,bruno_mf@yahoo.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE DIREITO DE CONTAGEM (FDCON),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Contagem,MG, ,www.fdcon.edu.br,coordenacao@fdcon.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE (FDCL),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Conselheiro Lafaiete,MG, ,www.fdcl.edu.br,chrysthiane.pi@fdcl.edu.br;fdcl@fdcl.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE DESENVOLVIMENTO DO NORTE (FADENORTE),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,São Francisco,MG, ,www.fadenorte.edu.br,atendimento@fadenorte.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MINAS GERAIS (FACISAMG),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Juatuba,MG, ,www.facisamg.com.br,facisamg@facisamg.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA (FAEX),Faculdade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Extrema,MG, ,www.faex.edu.br,diretoria@faex.edu.br;juvencio.junior@faex.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE BELO HORIZONTE (FACISABH),Faculdade Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.facisa.com.br,facisa@facisa.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade de Ciências Odontológicas (FCO),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Montes Claros,MG, ,www.nossafco.com.br,coordenacao.odontologia@nossafco.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA (FCMS/JF),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Juiz de Fora,MG, ,www.suprema.edu.br,analice@suprema.edu.br;djalmaricardo@suprema.edu.br; fiessuprema@suprema.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS (FCMMG),Faculdade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.cmmg.edu.br,fcmmg@cienciasmedicasmg.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade de Ciências Médicas Cemepe (CEMEPE),Faculdade Privada com fins lucrativos EAD - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.cemepemg.com.br,cemepe2006@hotmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE CIÊNCIAS HUMANAS DE CURVELO (FACIC),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Curvelo,MG, ,www.promovefacic.com.br,marcioportilho@somospromove.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE CIÊNCIAS GERENCIAIS DE SÃO GOTARDO (CESG),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,São Gotardo,MG, ,www.cesg.edu.br,livro_dae@hotmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES (FACE - ALFOR),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Além Paraíba,MG, ,www.feap.edu.br,direcao.facealfor@feap.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE CAMPOS GERAIS (FACICA),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Campos Gerais,MG, ,www.facica.edu.br,secretaria@facica.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ - FACTU (FACTU),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Unaí,MG, ,www.factu.br,factu@factu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade de Ciências e Tecnologia de Janaúba (FACITEC),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Janaúba,MG, ,www.soeducar.com.br,soeducar@hotmail.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ (FACISA),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Unaí,MG, ,www.facisaunai.com.br, , , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE CIÊNCIAS DA SAÚDE ARCHIMEDES THEODORO (FAC - SAUDE ARTHE),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Além Paraíba,MG, ,www.feap.edu.br, , , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE CIÊNCIA E TECNOLOGIA DE MONTES CLAROS (FACIT),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Montes Claros,MG, ,www.facit.edu.br,femc@femc.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE BELO HORIZONTE (FDR),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,http://www.fdr.edu.br/,legis.educ@universidadebrasil.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade de Agronomia UNA de Conselheiro Lafaiete,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Conselheiro Lafaiete,MG, ,www.una.br,regulatorio@animaeducacao.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE ADMINISTRAÇÃO DE MARIANA (FAMA),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Mariana,MG, ,www.femar.edu.br,josejarbasramosfilho@gmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE ADMINISTRAÇÃO DE ITABIRITO (FAI),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Itabirito,MG, ,*,regulacaofupac@unipac.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES (UNIPACAT),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Cataguases,MG, , ,regulacaofupac@unipac.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DE ADMINISTRAÇÃO DE CAMPO BELO (FACAMP),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Campo Belo,MG, ,www.cemes.edu.br,pi@cemes.edu.br; secretaria@cemes.edu.br;sinhana.bh@terra.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE DA SAÚDE E ECOLOGIA HUMANA (FASEH),Faculdade Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Vespasiano,MG, ,www.faseh.edu.br,regulatorio@animaeducacao.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE COTEMIG (COTEMIG),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.cotemig.br,moema@cotemig.com.br;ilva@cotemig.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade Conexão (CONEXÃO),Faculdade Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Timóteo,MG, ,https://faculdadeconexao.com.br/,diretoriaexecutiva@faculdadeunica.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE CNEC VARGINHA,Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Varginha,MG, ,www.faceca.br,ceduc.es@cnec.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE CNEC UNAÍ,Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Unaí,MG, ,faculdadeunai.cnec.br,2021.secretaria@cnec.br;2021.danielpalma@cnec.br;ensinosuperior@cnec.br;2021.romualdogonzaga@cnec.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade CNEC de Educação de Uberaba (FACEUB),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberaba,MG, ,faceub.cnecuberaba.edu.br,arrudacp@gmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE CIÊNCIAS DA VIDA (FCV),Faculdade Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Sete Lagoas,MG, ,ww.cienciasdavida.com.br,valcirfarias@cienciasdavida.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE CIDADE DE PATOS DE MINAS (FPM),Faculdade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Patos de Minas,MG, ,www.faculdadepatosdeminas.edu.br,direcao.projetos@faculdadepatosdeminas.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE CIDADE DE JOÃO PINHEIRO (FCJP),Faculdade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,João Pinheiro,MG, ,www.fcjp.edu.br,direcao.projetos@fcjp.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE CIDADE DE COROMANDEL (FCC),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Coromandel,MG, ,www.fcc.edu.br,projetos@fcc.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE CENECISTA DE SETE LAGOAS (FCSL),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Sete Lagoas,MG, ,fcsl.cnec.br,ensinosuperior@cnec.br; 0016.direcao@cnec.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade CEDIN (CEDIN),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.cedin.com.br,regulacao@cedin.com.br; leonardo@cedin.com.br; joice.costa@cedin.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE CATÓLICA DE POUSO ALEGRE (FACAPA),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Pouso Alegre,MG, ,www.facapa.edu.br,secretaria@facapa.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE CALAFIORI (CALAFIORI),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,São Sebastião do Paraíso,MG, ,calafiori.edu.br,marciocalafiori@hotmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade Brasil Empreender (FABEMP),Faculdade Privada com fins lucrativos EAD - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberlândia,MG, , ,alexandreribeiroudi@gmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE BOA ESPERANÇA (FABECA),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Boa Esperança,MG, ,www.fabeca.com.br,secretaria@fabeca.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE BATISTA DE MINAS GERAIS (FBMG),Faculdade Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.faculdadebatista.com.br,diraca@fbmg.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
